Date,Close,liquidity_1m,volatility_raw,corwin_schultz_spread,current_momentum_score,symbol,volatility_score,spy_close,spy_return_1m,spy_drawdown,vix_close,vix_change_1m,momentum_score,current_momentum_score_z,momentum_score_z,liquidity_1m_z,volatility_score_z,next_month_return,residual_momentum_12_1_z,amihud_illiquidity_winsorized_z,idio_volatility_score_z,fixed_weight_score,momentum_score_z_weight,liquidity_1m_z_weight,volatility_score_z_weight,xgboost_ic_score,portfolio_weight,weighted_return
2001-12-31,6.306715488433838,2.0893518985094113e-08,0.0108014540371047,0.0038488236983939,0.052781980883317,XLB,-0.0108014540371047,73.30044555664062,0.0056387193949192,-0.2358823153738461,23.799999237060547,-0.0016778907412465,0.2896202331587626,0.3599184613484572,1.5530663991881302,0.9324179945433152,-0.3138937186210068,0.023343014413652385,1.5530663991881302,0.9324179945433152,-0.3138937186210068,0.7238635583701462,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7238635583701462,0.3333333333333333,0.007781004804550795
2001-12-31,18.156471252441406,2.3995334075722897e-08,0.008035466820691,0.0031918290782884,0.0314229750732619,XLV,-0.008035466820691,73.30044555664062,0.0056387193949192,-0.2358823153738461,23.799999237060547,-0.0016778907412465,0.0638189188754077,0.0008796637919204,0.29388046031024495,1.2746310573304784,0.5977690381129507,-0.00742140637573252,0.29388046031024495,1.2746310573304784,0.5977690381129507,0.7220935185845581,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.722093518584558,0.3333333333333333,-0.0024738021252441733
2001-12-31,17.668977737426758,2.232267119972992e-08,0.0070122040279287,0.0015496478775555,0.0663809418375639,XLI,-0.0070122040279287,73.30044555664062,0.0056387193949192,-0.2358823153738461,23.799999237060547,-0.0016778907412465,-0.0676313082311539,0.5885131175066846,-0.4391545893758617,1.090091660532359,0.935034001948372,-0.06317640174216743,-0.4391545893758617,1.090091660532359,0.935034001948372,0.5286570243682898,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5286570243682898,0.3333333333333333,-0.021058800580722476
2002-01-31,18.021724700927734,1.4301253922945524e-08,0.0070610773306884,0.0017292552797319,0.0301134587944967,XLV,-0.0070610773306884,72.58219909667969,-0.0097986643124281,-0.2433696480606877,21.09000015258789,-0.1138655114010566,0.0565040650839052,0.3260383755303186,0.5509825673137294,1.1878599040524933,0.7404253969680166,0.04598122425669726,0.5509825673137294,1.1878599040524933,0.7404253969680166,0.8264226227780798,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8264226227780798,0.3333333333333333,0.01532707475223242
2002-01-31,16.552715301513672,1.1039874160302492e-08,0.0073761995060557,0.0020887500140966,-0.0096083026248203,XLI,-0.0073761995060557,72.58219909667969,-0.0097986643124281,-0.2433696480606877,21.09000015258789,-0.1138655114010566,-0.0730048936474508,-0.3055891031277001,-0.3213085173265987,0.5619363450384962,0.6297576715578572,0.025047733508173797,-0.3213085173265987,0.5619363450384962,0.6297576715578572,0.2901284997565849,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.29012849975658495,0.3333333333333333,0.008349244502724599
2002-01-31,6.453933238983154,1.2389461436963888e-08,0.0113024179416736,0.0016890868903016,0.0635814984415366,XLB,-0.0113024179416736,72.58219909667969,-0.0097986643124281,-0.2433696480606877,21.09000015258789,-0.1138655114010566,0.0824741511790966,0.8582235743368882,0.7259007721243169,0.8209489510170559,-0.7490905901577702,0.052919571722805925,0.7259007721243169,0.8209489510170559,-0.7490905901577702,0.2659197109945342,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2659197109945342,0.3333333333333333,0.01763985724093531
2002-02-28,18.850385665893555,1.9383552029362595e-08,0.0071699819997788,0.0030637847692543,0.0416924470316385,XLV,-0.0071699819997788,71.2803955078125,-0.0179355765610406,-0.2569402496663023,21.59000015258789,0.0237079182732318,0.0226794302606051,0.6079283309204073,0.3002197764153591,1.5733432980111741,1.0141781318357774,0.05801378139965352,0.3002197764153591,1.5733432980111741,1.0141781318357774,0.9625804020874368,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9625804020874369,0.3333333333333333,0.019337927133217837
2002-02-28,11.166749000549316,5.080438490873397e-09,0.0074076466345717,0.0041425200498331,0.108541187230268,XLY,-0.0074076466345717,71.2803955078125,-0.0179355765610406,-0.2569402496663023,21.59000015258789,0.0237079182732318,0.1709942480664336,1.599900378295937,1.4193639259438158,-0.25929780078384457,0.8645516385659497,0.012721893112116689,1.4193639259438158,-0.25929780078384457,0.8645516385659497,0.6748725879086402,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6748725879086402,0.3333333333333333,0.004240631037372229
2002-02-28,16.967323303222656,1.1853125076888308e-08,0.0088436063790775,0.0040870507686029,-0.0185481793941662,XLI,-0.0088436063790775,71.2803955078125,-0.0179355765610406,-0.2569402496663023,21.59000015258789,0.0237079182732318,-0.0888315386791768,-0.285985561147451,-0.5412123228411602,0.6084785580759683,-0.03948535134731543,0.027053550431418882,-0.5412123228411602,0.6084785580759683,-0.03948535134731543,0.009260294629164232,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.009260294629164233,0.3333333333333333,0.009017850143806294
2002-03-31,19.943967819213867,1.0327576049243229e-08,0.0069802748802996,0.0028629590152544,0.1801965242977062,XLV,-0.0069802748802996,73.6519546508789,0.0332708471406626,-0.2322180222965709,17.399999618530273,-0.1940713526838665,0.0218299979772055,1.1943585263583274,0.4049562213034735,1.5892943078688075,1.0615696790936067,-0.0060826004556260305,0.4049562213034735,1.5892943078688075,1.0615696790936067,1.0186067360886293,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0186067360886293,0.3333333333333333,-0.002027533485208677
